cumulative_supply,cumulative_tvl_usd,day,net_flow,net_flow_usd,supply_amount,supply_amount_usd,withdraw_amount,withdraw_amount_usd
39082340093.80148,39096477674.03548,2025-01-26,1946366.5721979998,1947880.845391171,6569792.853567999,6574904.152408077,4623426.281369999,4627023.307016906
39270207795.42266,39284425219.42984,2025-01-27,-986303.5095351934,-986722.6885263026,187867701.62117764,187947545.39436722,188854005.13071284,188934268.08289352
39553494337.4146,39567928192.33986,2025-01-28,-88514925.64659554,-88582551.04978973,283286541.99193925,283502972.91002125,371801467.6385348,372085523.959811
39601306319.545555,39615762407.0425,2025-01-29,-1602217.1312379614,-1602962.16220399,47811982.13095702,47834214.702647865,49414199.26219498,49437176.864851855
39621831624.17939,39636290051.561066,2025-01-30,2377912.1100819893,2378183.1920625344,20525304.633835994,20527644.518564254,18147392.523754004,18149461.32650172
39693503617.74892,39708000246.30317,2025-01-31,-47586545.25749485,-47611908.886117205,71671993.56952904,71710194.74210152,119258538.8270239,119322103.62821873
39711170180.567924,39725690535.31604,2025-02-01,-23463018.046242025,-23494528.879478075,17666562.819005977,17690289.012871936,41129580.865248,41184817.89235001
39893470753.64766,39908165023.142494,2025-02-02,-20073126.29067725,-20092276.05315879,182300573.07973784,182474487.82645553,202373699.3704151,202566763.87961432
40345866759.430305,40360716200.75513,2025-02-03,-33457254.43424827,-33468730.272515357,452396005.78264785,452551177.6126345,485853260.2168961,486019907.88514984
40583683435.14024,40598675566.47049,2025-02-04,25822810.138402015,25838303.82448432,237816675.7099363,237959365.71536142,211993865.57153428,212121061.8908771
40639619115.26916,40654651967.774536,2025-02-05,31947866.407540046,31971124.454284683,55935680.128912054,55976401.30404585,23987813.72137201,24005276.849761166
40768966953.80608,40784097722.62524,2025-02-06,57441703.5333378,57485186.90291262,129347838.53692977,129445754.85070235,71906135.00359197,71960567.94778973
40794982686.29254,40810127763.764565,2025-02-07,3588370.044663992,3590343.648188539,26015732.48645999,26030041.139327526,22427362.441795997,22439697.491138987
40806007387.61489,40821161196.65036,2025-02-08,4448764.250556009,4452287.671842436,11024701.322346007,11033432.885793291,6575937.071789999,6581145.213950855
40810675909.53713,40825832813.802635,2025-02-09,4280375.216419,4283213.105187488,4668521.922239,4671617.152273446,388146.70582000003,388404.0470859587
40836253561.69407,40851431158.28017,2025-02-10,5117344.595770989,5121484.527548995,25577652.156935994,25598344.477530986,20460307.561165005,20476859.94998199
40893747170.57476,40908958975.85814,2025-02-11,-12920267.527247973,-12927955.086426683,57493608.88069209,57527817.57797607,70413876.40794006,70455772.66440275
40928976668.7388,40944196752.95425,2025-02-12,-21384115.38457202,-21389140.651687406,35229498.16404001,35237777.09610855,56613613.54861203,56626917.747795954
40955085801.35474,40970320062.82919,2025-02-13,-34826895.99804597,-34845807.00257293,26109132.61593601,26123309.874946453,60936028.613981985,60969116.877519384
40987170710.66823,41002418576.14423,2025-02-14,-2723621.6463519856,-2724776.461930014,32084909.313488007,32098513.315036952,34808530.95983999,34823289.77696697
40987783284.567986,41003031529.227234,2025-02-15,484277.8253419999,484577.5933158867,612573.8997569999,612953.0830009496,128296.07441500002,128375.48968506287
41021376821.44077,41036663698.66743,2025-02-16,4861523.858722981,4867114.611160517,33593536.87279098,33632169.440194696,28732013.014067996,28765054.82903418
41040972387.27966,41056273118.571365,2025-02-17,-20689084.997370005,-20703712.18046312,19595565.83889,19609419.9039381,40284650.836260006,40313132.08440122
41047318709.715485,41062624188.056366,2025-02-18,-1395591.641769996,-1396635.5443180455,6346322.435820002,6351069.4850019915,7741914.077589998,7747705.029320037
41059396790.60331,41074705457.55755,2025-02-19,10952514.593944,10955406.0577968,12078080.887828,12081269.501182387,1125566.2938840003,1125863.4433855857
41840149448.22084,41855494029.797325,2025-02-20,-49004119.43600154,-49006373.625496864,780752657.617527,780788572.2397747,829756777.0535285,829794945.8652716
42077241639.414085,42092797944.31731,2025-02-21,-96626997.81262535,-96713285.72167203,237092191.19324684,237303914.51998278,333719189.0058722,334017200.2416548
42137657257.96433,42153249933.069916,2025-02-22,-57179950.23910308,-57214372.569146916,60415618.550245,60451988.75261228,117595568.78934808,117666361.3217592
42154492275.26824,42170097021.08123,2025-02-23,7397488.937522998,7402792.937091207,16835017.303907998,16847088.011314906,9437528.366385,9444295.074223699
42258312227.053635,42274049135.665245,2025-02-24,-58072509.61380097,-58146435.918539345,103819951.78539202,103952114.58401498,161892461.399193,162098550.50255433
42436199092.7088,42452084181.079506,2025-02-25,-100166675.9570922,-100250114.79816425,177886865.65517005,178035045.41426092,278053541.61226225,278285160.2124252
42689969546.476395,42706115510.87357,2025-02-26,-105561073.09513572,-105669589.87827751,253770453.76759216,254031329.79406515,359331526.8627279,359700919.67234266
42983083214.09531,42999448134.4022,2025-02-27,-36888800.58129609,-36916356.5153293,293113667.61891377,293332623.52862644,330002468.20020986,330248980.04395574
43058610277.346,43075003520.30161,2025-02-28,-18974946.75490512,-18982062.359937936,75527063.25069593,75555385.89941515,94502010.00560105,94537448.25935309
43091283916.92553,43107716498.94319,2025-03-01,-6309505.308672007,-6317101.953063641,32673639.579527993,32712978.641581748,38983144.8882,39030080.59464539
43263540960.34056,43280009716.33733,2025-03-02,-115084239.66719109,-115108407.35752189,172257043.4150284,172293217.39414525,287341283.0822195,287401624.75166714
43390659627.029755,43407181899.98521,2025-03-03,38490736.60704209,38506941.20715347,127118666.68919611,127172183.64787205,88627930.08215402,88665242.44071858
43595645820.38587,43612242913.3019,2025-03-04,-71730440.26902953,-71756621.87972772,204986193.35612026,205061013.3166954,276716633.6251498,276817635.1964231
43668904360.41526,43685523284.37622,2025-03-05,22369898.59380301,22376564.82358396,73258540.029387,73280371.07431576,50888641.43558399,50903806.250731796
43767676859.17084,43784326303.833916,2025-03-06,9778976.695587963,9781998.399386927,98772498.75557996,98803019.45769545,88993522.059992,89021021.05830853
43925218690.27593,43941938241.053856,2025-03-07,-156077590.8175282,-156147045.34544182,157541831.10509604,157611937.21993792,313619421.92262423,313758982.56537974
43982667023.06755,43999470907.99802,2025-03-08,-155145999.293134,-155373753.62009636,57448332.79161998,57532666.94415811,212594332.084754,212906420.56425446
44085274897.69772,44102153275.94517,2025-03-09,24574462.386994004,24592303.446686864,102607874.63016999,102682367.94715141,78033412.24317598,78090064.50046454
44360721092.512634,44377813767.89964,2025-03-10,-64972962.86873317,-65023511.833842516,275446194.8149074,275660491.9544754,340419157.68364054,340684003.7883179
45430488924.629906,45448636391.09938,2025-03-11,-401135028.96277535,-401530548.1013335,1069767832.1172739,1070822623.1997386,1470902861.0800493,1472353171.3010721
46265656072.044586,46284488375.574936,2025-03-12,-501611864.3261802,-502023186.05494595,835167147.4146786,835851984.4755552,1336779011.7408588,1337875170.5305011
47245561907.02486,47265253587.97249,2025-03-13,-452797485.0532124,-453194588.44759965,979905834.980273,980765212.3975487,1432703320.0334854,1433959800.8451483
50672135655.80437,50695692511.94063,2025-03-14,-400265667.44250154,-400717167.11538124,3426573748.7795115,3430438923.9681425,3826839416.222013,3831156091.0835238
56463945727.1073,56492825256.69932,2025-03-15,-1801202124.3036003,-1802857429.0553398,5791810071.302935,5797132744.758688,7593012195.606535,7599990173.814028
58052031950.21661,58082475744.738365,2025-03-16,-548240266.9835238,-548780283.6465356,1588086223.1093128,1589650488.0390475,2136326490.0928366,2138430771.685583
61024804124.37711,61057730183.66428,2025-03-17,-325525134.9888859,-325796948.47661066,2972772174.160496,2975254438.925921,3298297309.149382,3301051387.4025316
61668720275.90575,61702218776.65163,2025-03-18,-254831824.6288433,-255058370.12093747,643916151.5286361,644488592.9873452,898747976.1574794,899546963.1082827
66619686065.25704,66654382699.723915,2025-03-19,-1596535419.8155499,-1596921781.3871393,4950965789.351294,4952163923.072287,6547501209.166843,6549085704.459426
77034787850.08575,77076295961.11969,2025-03-20,-4531829013.118237,-4534792829.293257,10415101784.82871,10421913261.395775,14946930797.946947,14956706090.689032
84792154626.96037,84842032936.74643,2025-03-21,-3943583157.468543,-3947838283.6952343,7757366776.874621,7765736975.626745,11700949934.343164,11713575259.32198
86653459833.14078,86707010498.09863,2025-03-22,-758828691.6428165,-760325860.6514068,1861305206.1804032,1864977561.3522072,2620133897.82322,2625303422.003614
87411820796.32016,87465873496.23564,2025-03-23,-77660019.66083968,-77711430.5938524,758360963.1793818,758862998.1370087,836020982.8402215,836574428.7308611
93957636780.41177,94012114958.366,2025-03-24,-2138989322.5988398,-2139128356.9049158,6545815984.091609,6546241462.130351,8684805306.690449,8685369819.035267
95737870168.53078,95793336376.01543,2025-03-25,-504670294.8595233,-504950386.87315345,1780233388.1190062,1781221417.6494343,2284903682.9785295,2286171804.522588
95742938794.71808,95798408170.09409,2025-03-26,-719727.9810540006,-720177.8110421579,5068626.187296,5071794.078663062,5788354.168350001,5791971.88970522
95822134488.16475,95877660330.07019,2025-03-27,-59057637.41072987,-59099745.50620386,79195693.44667204,79252159.97609949,138253330.8574019,138351905.48230335
96043407272.94142,96099166557.6348,2025-03-28,-104452320.83230594,-104562518.03078434,221272784.77666995,221506227.56460902,325725105.6089759,326068745.59539336
96111811568.71642,96167657932.07831,2025-03-29,14149252.399753958,14167264.398058861,68404295.77498996,68491374.44351156,54255043.375236005,54324110.0454527
97508901734.28911,97566388281.50539,2025-03-30,599249446.0404145,599952964.8900771,1397090165.5726862,1398730349.4270766,797840719.5322717,798777384.5369995
99157808285.23895,99216617255.50911,2025-03-31,-1335604040.6643047,-1336675195.1049259,1648906550.949852,1650228974.0037158,2984510591.6141567,2986904169.1086416
102880355172.07803,102940478201.39926,2025-04-01,-1268569809.800314,-1269017614.9431176,3722546886.839078,3723860945.8901496,4991116696.639392,4992878560.833267
111458986091.43857,111521305250.27516,2025-04-02,253902730.95606613,253967730.0550871,8578630919.360539,8580827048.875902,8324728188.404473,8326859318.820815
123465012310.6304,123537524585.72607,2025-04-03,-6296082037.246059,-6301427410.896318,12006026219.191833,12016219335.450907,18302108256.437893,18317646746.347225
127724374905.64781,127798599444.50668,2025-04-04,-1900921419.02005,-1901685589.430635,4259362595.017412,4261074858.780603,6160284014.037462,6162760448.211238
127853325738.66255,127927696378.81523,2025-04-05,-242691174.5006255,-242966143.60133678,128950833.01474531,129096934.30855079,371642007.5153708,372063077.90988755
128607932329.3315,128682987397.66193,2025-04-06,-94192360.2426523,-94277792.71339023,754606590.6689492,755291018.8466903,848798950.9116015,849568811.5600805
129696296643.13287,129771845828.86177,2025-04-07,113440873.47057605,113492375.62713325,1088364313.8013775,1088858431.199843,974923440.3308015,975366055.5727097
130396859406.18987,130472721042.91109,2025-04-08,230547344.2576496,230650168.37319046,700562763.0569934,700875214.0493183,470015418.79934376,470225045.67612785
133359782203.78218,133436763825.32088,2025-04-09,-340814533.79706,-340943361.69086075,2962922797.5923166,2964042782.4097867,3303737331.3893766,3304986144.1006474
137865065126.71124,137945074298.3742,2025-04-10,-2395089475.674493,-2396698975.8019924,4505282922.929072,4508310473.05334,6900372398.603565,6905009448.855332
142132636159.85468,142215022368.5832,2025-04-11,-2670549743.1257496,-2672037239.3325863,4267571033.1434317,4269948070.2089777,6938120776.269181,6941985309.541564
142850213108.911,142932973175.23,2025-04-12,-53998248.083982706,-54026381.17121947,717576949.0563389,717950806.646807,771575197.1403216,771977187.8180264
143451480924.54346,143534566878.01855,2025-04-13,34393589.18002832,34412230.505372405,601267815.6324614,601593702.7885413,566874226.4524331,567181472.2831689
143850669216.95993,143934002267.98804,2025-04-14,-195080035.01783347,-195200789.5595107,399188292.41647303,399435389.96947956,594268327.4343065,594636179.5289903
144509580903.81802,144593429882.69693,2025-04-15,259170966.97280848,259373897.83994907,658911686.8580846,659427614.7088946,399740719.8852761,400053716.86894554
145216092859.76245,145300225856.44763,2025-04-16,110707013.0190438,110751517.23827624,706511955.9444237,706795973.7507126,595804942.9253799,596044456.5124364
145237888185.77316,145322032101.91666,2025-04-17,18645233.921848014,18654575.184042834,21795326.010704014,21806245.46903535,3150092.0888560005,3151670.284992518
145239670928.9991,145323816194.67923,2025-04-18,-5958141.961729998,-5962652.275195029,1782743.2259419993,1784092.7625640384,7740885.187671998,7746745.0377590675
145239670928.9991,145323816194.67923,2025-04-19,-274962.194814,-275090.87712117296,0.0,0.0,274962.194814,275090.87712117296
145239670959.19913,145323816224.88882,2025-04-20,-176717.85665499998,-176774.0529334163,30.2,30.2096036,176748.056655,176804.2625370163
145277671249.98755,145361825331.7447,2025-04-21,33508389.017876007,33516162.964128137,38000290.788416006,38009106.855878904,4491901.77054,4492943.891750766
145280164358.87018,145364317433.41132,2025-04-22,-5767624.169346996,-5765294.049182588,2493108.8826280027,2492101.666639416,8260733.051974999,8257395.715822005
145911787618.9523,145996057543.79657,2025-04-23,-700078918.7085526,-700208433.3085065,631623260.0821238,631740110.3852472,1331702178.7906764,1331948543.6937537
146192110739.4911,146276414303.10983,2025-04-24,-606889445.4178238,-606962272.1512703,280323120.53880185,280356759.31326735,887212565.9566256,887319031.4645376
146492372243.2536,146576743665.9722,2025-04-25,-130998958.01379663,-131028563.77831078,300261503.76252687,300329362.8623759,431260461.7763235,431357926.6406867
146536816045.48334,146621201023.5616,2025-04-26,6473130.061415061,6475104.366083741,44443802.229728,44457357.58940805,37970672.16831294,37982253.22332431
146620606103.76547,146705004153.09283,2025-04-27,29585846.920225047,29590462.31234456,83790058.28214109,83803129.53123295,54204211.36191604,54212667.218888395
148453285281.90277,148538146999.0622,2025-04-28,-2304491965.0889435,-2305075001.5560684,1832679178.1372898,1833142845.969363,4137171143.2262335,4138217847.525431
148811287827.0825,148896434156.26532,2025-04-29,-29659757.582446992,-29683337.089728653,358002545.1797075,358287157.203125,387662302.7621545,387970494.29285365
148955601622.5498,149040841178.4445,2025-04-30,-113576357.84036136,-113649728.16752505,144313795.46730646,144407022.1791772,257890153.30766782,258056750.34670225
150488297164.1939,150573834063.02368,2025-05-01,-1941444131.4266324,-1941820771.5880768,1532695541.6440983,1532992884.5791943,3474139673.0707307,3474813656.167271
151213914797.2757,151299739040.68817,2025-05-02,-791885812.1401212,-792199398.9217179,725617633.0817742,725904977.6644828,1517503445.2218955,1518104376.5862007
151931302809.76315,152017622768.29227,2025-05-03,221184247.55795306,221337085.8730052,717388012.487462,717883727.6040828,496203764.929509,496546641.7310776
151946036179.75668,152032379564.3441,2025-05-04,-7528321.132448994,-7540291.163049592,14733369.993531,14756796.051820723,22261691.125979993,22297087.214870315
151973704590.6053,152060068698.8324,2025-05-05,-81633013.44630904,-81694156.57338074,27668410.84859402,27689134.488319613,109301424.29490307,109383291.06170036
152281587532.35742,152368158230.03842,2025-05-06,64284072.65425646,64327207.26701078,307882941.75212127,308089531.2060392,243598869.0978648,243762323.9390284
152429670422.84436,152516264961.87073,2025-05-07,-171069461.03936434,-171097003.22259128,148082890.48694974,148106731.83231854,319152351.5263141,319203735.0549098
152953499262.6796,153040101135.30972,2025-05-08,-482470416.9051939,-482477171.4910375,523828839.8352413,523836173.43899727,1006299256.7404352,1006313344.9300348
154429656468.59933,154516181581.05475,2025-05-09,-2615953282.3884706,-2615817252.817788,1476157205.9197507,1476080445.7450378,4092110488.3082213,4091897698.562826
154461171831.77463,154547669588.8948,2025-05-10,-46385298.721609935,-46345036.28231968,31515363.175285,31488007.840048894,77900661.89689493,77833044.12236857
154716157972.0825,154802703666.59705,2025-05-11,-475132792.972382,-475222117.9374633,254986140.30787224,255034077.70225012,730118933.2802542,730256195.6397134
154742036137.85156,154828578804.62073,2025-05-12,-47088958.40164484,-47083448.99351215,25878165.769080043,25875138.023684975,72967124.17072488,72958587.01719713
154780183415.79828,154866712807.31473,2025-05-13,-30027290.45966004,-30016840.962579906,38147277.94671996,38134002.693994656,68174568.40638,68150843.65657456
154854069287.6886,154940618702.27634,2025-05-14,-97822681.51483938,-97849191.46152782,73885871.8903197,73905894.9616023,171708553.4051591,171755086.42313012
154956921815.35352,155043512679.5099,2025-05-15,-101597308.67184001,-101638252.3872349,102852527.66490611,102893977.23355481,204449836.33674613,204532229.6207897
155205938792.64984,155292613326.5106,2025-05-16,-223146718.1490308,-223221695.44632873,249016977.29633456,249100647.0007051,472163695.44536537,472322342.4470338
155263869092.15472,155350563032.66583,2025-05-17,-3145088.0878298506,-3146141.692339465,57930299.504895166,57949706.155229144,61075387.592725016,61095847.84756861
155330849745.83945,155417599079.35117,2025-05-18,-53119069.275405265,-53162998.74569561,66980653.684721954,67036046.685319506,120099722.96012722,120199045.43101512
155450069250.7334,155536863410.77896,2025-05-19,-78668509.73963782,-78698089.09930032,119219504.8939617,119264331.42780218,197888014.63359952,197962420.5271025
155642571738.61215,155729384571.39905,2025-05-20,-24745637.291970074,-24748037.61878702,192502487.87875053,192521160.62007436,217248125.1707206,217269198.23886138
155920037921.19156,156006912628.93716,2025-05-21,-458795281.0199547,-458897592.3676236,277466182.57940686,277528057.5381239,736261463.5993615,736425649.9057475
156371518205.9109,156458387495.8931,2025-05-22,-197204337.67156804,-197201971.21951652,451480284.7193333,451474866.9559206,648684622.3909013,648676838.1754371
157175599749.7757,157262938623.37952,2025-05-23,-2398150945.213218,-2399551465.3651934,804081543.8647971,804551127.4864155,3202232489.0780153,3204102592.8516088
157587715429.7219,157675294154.65143,2025-05-24,-942264466.1885657,-942812864.1078892,412115679.94618344,412355531.27191377,1354380146.1347492,1355168395.379803
158086077667.32922,158173747592.54822,2025-05-25,-674875967.9832491,-674999470.2853904,498362237.6073152,498453437.8967962,1173238205.5905643,1173452908.1821866
159259460771.57416,159347601223.41797,2025-05-26,-234781625.92644334,-234875773.35844517,1173383104.2449403,1173853630.8697424,1408164730.1713836,1408729404.2281876
159382710128.99985,159470845527.62,2025-05-27,-117205824.39671026,-117201018.95790924,123249357.42568018,123244304.20202576,240455181.82239044,240445323.159935
159514625578.76953,159602809390.35974,2025-05-28,-166768117.09203726,-166829320.99101138,131915449.7696867,131963862.73975098,298683566.86172396,298793183.73076236
159656714856.77777,159744931206.81265,2025-05-29,-213070085.6452151,-213118878.69482425,142089278.00825328,142121816.45291856,355159363.6534684,355240695.1477428
159686592192.18198,159774833310.5279,2025-05-30,-25234679.673980016,-25255599.22342974,29877335.40419599,29902103.715246096,55112015.07817601,55157702.938675836
159723480733.44455,159811751989.72867,2025-05-31,-62091586.436134055,-62142315.26225217,36888541.26257001,36918679.20078163,98980127.69870406,99060994.4630338
159759322419.32816,159847608227.33676,2025-06-01,-11437011.199384853,-11441654.625931822,35841685.88361001,35856237.60807881,47278697.08299486,47297892.23401063
159839759985.28137,159928076922.62802,2025-06-02,68562002.89365312,68588536.38877273,80437565.95322411,80468695.29124777,11875563.059570989,11880158.902475048
159848417366.95074,159936737481.55646,2025-06-03,-30314124.801653,-30325250.0854552,8657381.669369984,8660558.928442648,38971506.471022986,38985809.01389785
159851243455.44943,159939563923.3162,2025-06-04,627578.6699079983,627657.1172417346,2826088.4986879984,2826441.7597503327,2198509.82878,2198784.642508598
159867225717.0871,159955557708.16452,2025-06-05,-26732054.54792597,-26751328.35925503,15982261.637679972,15993784.84832076,42714316.18560594,42745113.20757579
160182467111.7397,160270995498.206,2025-06-06,-157552202.33334732,-157650357.35539985,315241394.65259945,315437790.04146975,472793596.9859468,473088147.3968696
160443321492.87857,160532010043.9349,2025-06-07,-533892985.93102664,-534220796.22438955,260854381.138887,261014545.72890627,794747367.0699136,795235341.9532958
160527627306.71103,160616363490.5522,2025-06-08,-272796085.73651034,-272950215.52495086,84305813.83245528,84353446.61726977,357101899.5689656,357303662.1422206
161261304445.35657,161349838867.9846,2025-06-09,-697177527.0535693,-696985803.2336112,733677138.6455321,733475377.4324175,1430854665.6991014,1430461180.6660287
161560879895.40607,161649389453.27173,2025-06-10,-98876591.78388834,-98868385.0267694,299575450.0494962,299550585.28714275,398452041.8333845,398418970.31391215
161819371456.41507,161907942276.7807,2025-06-11,-240776806.76270026,-240833870.86590284,258491561.0089996,258552823.50895965,499268367.77169985,499386694.3748625
162348735842.80087,162437441121.72064,2025-06-12,-585737528.3667467,-585886305.698967,529364386.38581663,529498844.9399442,1115101914.7525632,1115385150.6389112
162577869167.4141,162666689012.99615,2025-06-13,-105671819.08983356,-105724654.99937803,229133324.61321616,229247891.27552265,334805143.7030497,334972546.2749007
162623579866.75308,162712432166.93167,2025-06-14,-23031896.260514945,-23048248.90685974,45710699.338983,45743153.935514,68742595.59949794,68791402.84237374
162724320920.99765,162813248071.77954,2025-06-15,-57666823.78819002,-57709670.238264814,100741054.24457793,100815904.84788169,158407878.03276795,158525575.0861465
162939721165.35556,163028823867.33658,2025-06-16,-401143540.4001381,-401470472.3855624,215400244.3578965,215575795.55704904,616543784.7580346,617046267.9426115
163085858312.01096,163175042266.2455,2025-06-17,-315354045.40723544,-315529382.2564856,146137146.6553923,146218398.90893176,461491192.06262773,461747781.1654173
165287721500.27496,165378506209.0474,2025-06-18,-487803808.24819565,-488158441.6168113,2201863188.26402,2203463942.801872,2689666996.5122156,2691622384.418683
165338727602.28577,165429543322.76822,2025-06-19,-20971743.177714206,-20984493.997566514,51006102.01080089,51037113.720823295,71977845.1885151,72021607.71838981
165489265594.0659,165580194970.73215,2025-06-20,72205573.11680983,72260088.32451318,150537991.78013402,150651647.96392795,78332418.66332419,78391559.63941477
165980767888.3222,166072233002.4892,2025-06-21,-266069806.58692718,-266359822.67611164,491502294.256318,492038031.7570515,757572100.8432451,758397854.4331632
166026899064.64066,166118385768.19815,2025-06-22,-193274185.56100166,-193364637.8798439,46131176.318451,46152765.708968125,239405361.87945265,239517403.58881202
168665896864.94693,168757943036.03812,2025-06-23,-928363284.7849174,-928560097.8012581,2638997800.3062606,2639557267.8399625,3567361085.091178,3568117365.6412206
168760399509.98108,168852486506.2149,2025-06-24,4749484.9534308165,4751536.7309309095,94502645.03413476,94543470.1767896,89753160.08070394,89791933.44585869
168781999770.506,168874090222.78152,2025-06-25,-33458295.568798993,-33463648.8960899,21600260.524930988,21603716.566614997,55058556.09372998,55067365.4627049
168826356722.56345,168918483858.03833,2025-06-26,7045995.687874012,7051822.726308152,44356952.05744397,44393635.25679573,37310956.36956996,37341812.530487575
168848012967.08813,168940148851.68582,2025-06-27,-4132956.137738973,-4134625.852018703,21656244.524691008,21664993.64747893,25789200.66242998,25799619.499497633
168848052939.18887,168940188829.0229,2025-06-28,-3759552.7328100004,-3760045.2342179986,39972.100725000055,39977.337070195,3799524.8335350007,3800022.5712881936
168850078552.78067,168942213768.08536,2025-06-29,843274.3232759996,842993.5129263494,2025613.5917999994,2024939.0624739311,1182339.2685239997,1181945.5495475817
169240388521.6184,169332730601.20657,2025-06-30,5378579.830346465,5381430.477657795,390309968.8377268,390516833.12121207,384931389.0073803,385135402.6435543
169242315423.0755,169334658920.86313,2025-07-01,-2852817.7952129976,-2854917.4691102803,1926901.4570950023,1928319.6565674196,4779719.252308,4783237.1256777
169342474813.8929,169434818912.63687,2025-07-02,44511262.1359282,44511529.203500696,100159390.81740814,100159991.7737527,55648128.681479946,55648462.57025201
169350525566.50626,169442869286.86484,2025-07-03,-24296060.11257001,-24294918.197744712,8050752.613350001,8050374.2279771585,32346812.72592001,32345292.42572187
169350546890.6084,169442890624.37982,2025-07-04,-1783391.5553469998,-1784513.3086353138,21324.102132999997,21337.514993241686,1804715.6574799998,1805850.8236285555
169357100243.75928,169449447437.70117,2025-07-05,2897141.322036994,2898671.012655031,6553353.150884996,6556813.321348664,3656211.828848002,3658142.3086936334
169365650735.21658,169457998536.24338,2025-07-06,3453237.825737004,3453483.0056226244,8550491.457313005,8551098.54220647,5097253.631576001,5097615.5365838455
169420711877.16577,169513057971.29715,2025-07-07,16864483.450720012,16863960.651733026,55061141.94918402,55059435.0537836,38196658.49846401,38195474.40205058
169425033912.28525,169517379487.7724,2025-07-08,-13351960.882180002,-13350358.646874137,4322035.119468,4321516.475253672,17673996.001648,17671875.12212781
169538198602.7263,169630491443.4677,2025-07-09,98657940.97798492,98611966.3774893,113164690.44104993,113111955.69530453,14506749.46306501,14499989.317815231
169750034396.32236,169842166453.69644,2025-07-10,26946003.93186423,26925551.91487965,211835793.59608,211675010.22874075,184889789.66421577,184749458.3138611
169824330223.2324,169916399277.74527,2025-07-11,-10217143.596807927,-10208479.459038123,74295826.91004397,74232824.04882407,84512970.5068519,84441303.5078622
