timestamp,tvlUsd,apy,apyBase,apyReward,il7d,apyBase7d
2024-06-18T23:01:09.370Z,1719060,0.02752,0.02752,0.0,,
2024-06-19T23:01:24.759Z,5216307,0.03991,0.03991,0.0,,
2024-06-20T23:02:14.866Z,5588904,0.07451,0.07451,0.0,,
2024-06-21T23:01:27.320Z,5722554,19.588,0.1329,19.4551,,
2024-06-22T23:01:43.431Z,7102345,15.55641,0.12796,15.42845,,
2024-06-23T23:01:44.560Z,7527929,15.46444,0.38025,15.08419,,
2024-06-24T23:01:42.811Z,7603463,15.15558,0.34068,14.81489,,
2024-06-25T23:02:10.012Z,7231709,16.21839,0.39802,15.82037,,
2024-06-26T23:01:31.516Z,6886928,16.61641,0.46304,16.15336,,
2024-06-27T22:01:40.168Z,7865347,0.34936,0.34936,0.0,,
2024-06-28T23:01:20.444Z,12080363,9.47995,0.20614,9.27381,,
2024-06-29T23:01:45.531Z,11736469,9.4751,0.25718,9.21792,,
2024-06-30T23:01:23.917Z,11493428,9.55397,0.32315,9.23082,,
2024-07-01T23:01:27.631Z,11536854,9.91774,0.37874,9.539,,
2024-07-02T22:02:51.866Z,11571288,9.91881,0.41262,9.50619,,
2024-07-03T23:01:33.359Z,10873591,10.1823,0.52045,9.66185,,
2024-07-04T23:01:34.262Z,10574906,10.0451,0.74985,9.29526,,
2024-07-05T23:02:49.354Z,10722646,9.5466,1.17588,8.37072,,
2024-07-06T23:01:46.958Z,11761843,9.35567,1.84803,7.50764,,
2024-07-07T23:01:24.151Z,11833550,7.90352,0.72484,7.17868,,
2024-07-08T23:01:34.338Z,11675033,7.96033,1.00438,6.95595,,
2024-07-09T23:01:30.407Z,12359996,7.5134,1.19769,6.31571,,
2024-07-10T23:01:34.705Z,12402753,7.75969,1.37525,6.38444,,
2024-07-11T23:02:42.426Z,15314312,5.74079,0.59879,5.142,,
2024-07-12T21:03:56.660Z,15750032,0.53348,0.53348,0.0,,
2024-07-13T23:02:42.910Z,15775839,5.39533,0.58886,4.80647,,
2024-07-14T23:02:39.775Z,17082162,5.43501,0.65974,4.77527,,
2024-07-15T23:01:59.801Z,17541862,5.21679,0.56666,4.65014,,
2024-07-16T23:02:38.384Z,17434113,5.58925,2.1946,3.39464,,
2024-07-17T23:03:47.401Z,17717817,5.80446,2.50746,3.29701,,
2024-07-18T23:05:15.508Z,18480900,6.00968,2.67421,3.33547,,
2024-07-19T23:02:06.392Z,17806747,2.81685,2.81685,0.0,,
2024-07-20T23:02:11.227Z,17849203,3.18615,3.18615,0.0,,
2024-07-21T23:02:03.761Z,18099746,3.98443,3.98443,0.0,,
2024-07-22T23:02:02.184Z,18380295,3.31279,3.31279,0.0,,
2024-07-23T23:02:04.901Z,18182990,3.71851,3.71851,0.0,,
2024-07-24T23:01:59.969Z,18795726,3.63995,3.63995,0.0,,
2024-07-25T23:03:23.483Z,16273513,4.12422,4.12422,0.0,,
2024-07-26T23:01:59.750Z,17641310,3.78665,3.78665,0.0,,
2024-07-27T23:02:10.314Z,18291627,3.47949,3.47949,0.0,,
2024-07-28T23:02:38.519Z,17584978,5.14689,5.14689,0.0,,
2024-07-29T23:01:36.857Z,17599745,4.74245,4.74245,0.0,,
2024-07-30T23:02:46.728Z,17558428,4.36014,4.36014,0.0,,
2024-07-31T23:01:20.764Z,17341520,4.56483,4.56483,0.0,,
2024-08-01T23:01:28.729Z,17599370,6.02704,6.02704,0.0,,
2024-08-02T23:01:18.764Z,18468770,4.3067,4.3067,0.0,,
2024-08-03T23:01:35.688Z,17630299,5.41466,5.41466,0.0,,
2024-08-04T23:02:28.553Z,17457404,3.50523,3.50523,0.0,,
2024-08-05T23:01:22.740Z,13715156,2.56684,2.56684,0.0,,
2024-08-06T23:01:47.930Z,16726075,1.44992,1.44992,0.0,,
2024-08-07T23:01:36.250Z,16893734,1.29919,1.29919,0.0,,
2024-08-08T23:01:33.751Z,16698252,1.24273,1.24273,0.0,,
2024-08-09T23:01:45.223Z,16195088,1.31414,1.31414,0.0,,
2024-08-10T23:02:41.522Z,17660771,1.01613,1.01613,0.0,,
2024-08-11T23:01:47.256Z,17627993,1.01409,1.01409,0.0,,
2024-08-12T23:01:26.654Z,18501549,0.92037,0.92037,0.0,,
2024-08-13T23:02:42.778Z,19077663,0.86024,0.86024,0.0,,
2024-08-14T23:01:39.436Z,19701284,0.78271,0.78271,0.0,,
2024-08-15T23:01:22.741Z,19860085,0.99626,0.99626,0.0,,
2024-08-16T23:02:33.837Z,19514742,1.04303,1.04303,0.0,,
2024-08-17T23:01:25.525Z,19799979,1.07373,1.07373,0.0,,
2024-08-18T23:01:31.129Z,20055676,0.95862,0.95862,0.0,,
2024-08-19T23:01:26.268Z,20269651,1.12938,1.12938,0.0,,
2024-08-20T23:01:14.012Z,20417527,1.15459,1.15459,0.0,,
2024-08-21T23:01:26.557Z,20407390,1.54516,1.54516,0.0,,
2024-08-22T23:01:18.066Z,20264722,1.55501,1.55501,0.0,,
2024-08-23T23:01:22.741Z,20682886,1.48721,1.48721,0.0,,
2024-08-24T23:01:27.382Z,21427208,1.16878,1.16878,0.0,,
